TOKEN,COMCODE,PDATE,HOURS,MINUTES,MODE,PDTIME,MCIP,DEL
10002,001,2026-02-01,7,1,1,2026-02-01 07:00:59.999,WED3240401322,False
20012,002,2026-02-01,14,10,1,2026-02-01 14:10:00.000,WED3240401373,False
20015,002,2026-02-01,6,48,1,2026-02-01 06:47:59.999,WED3240401373,False
20017,002,2026-02-01,6,53,1,2026-02-01 06:53:00.000,WED3240401373,False
