,TOKEN,COMCODE,PDATE,HOURS,MINUTES,MODE,PDTIME,MCIP,DEL
526,15,002,2024-04-15,17,52,1,2024-04-15 17:52:00,CJOU214760220,False
527,15,002,2024-04-16,9,3,0,2024-04-16 09:03:00,CJOU214760232,False
528,15,002,2024-04-16,14,7,1,2024-04-16 14:07:00,CJOU214760220,False
529,15,002,2024-04-17,9,2,0,2024-04-17 09:02:00,CJOU214760232,False
530,15,002,2024-04-17,17,49,1,2024-04-17 17:49:00,CJOU214760220,False
531,15,002,2024-04-18,9,3,0,2024-04-18 09:03:00,CJOU214760232,False
532,15,002,2024-04-18,17,47,1,2024-04-18 17:47:00,CJOU214760220,False
533,15,002,2024-04-19,9,3,0,2024-04-19 09:03:00,CJOU214760232,False
534,15,002,2024-04-19,17,47,1,2024-04-19 17:47:00,CJOU214760220,False
535,15,002,2024-04-20,9,0,0,2024-04-20 09:00:00,CJOU214760232,False
536,15,002,2024-04-20,17,41,1,2024-04-20 17:41:00,CJOU214760220,False
537,15,002,2024-04-22,9,1,0,2024-04-22 09:01:00,CJOU214760232,False
538,15,002,2024-04-22,17,49,1,2024-04-22 17:49:00,CJOU214760220,False
539,15,002,2024-04-23,9,0,0,2024-04-23 09:00:00,CJOU214760232,False
540,15,002,2024-04-23,17,48,1,2024-04-23 17:48:00,CJOU214760220,False
541,15,002,2024-04-24,9,1,0,2024-04-24 09:01:00,CJOU214760232,False
542,15,002,2024-04-24,17,49,1,2024-04-24 17:49:00,CJOU214760220,False
543,15,002,2024-04-25,9,3,0,2024-04-25 09:03:00,CJOU214760232,False
544,15,002,2024-04-25,17,43,1,2024-04-25 17:43:00,CJOU214760220,False
545,15,002,2024-04-26,9,1,0,2024-04-26 09:01:00,CJOU214760232,False
546,15,002,2024-04-26,14,2,1,2024-04-26 14:02:00,CJOU214760220,False
547,15,002,2024-04-27,9,1,0,2024-04-27 09:01:00,CJOU214760232,False
548,15,002,2024-04-27,17,47,1,2024-04-27 17:47:00,CJOU214760220,False
549,15,002,2024-04-29,8,59,0,2024-04-29 08:59:00,CJOU214760232,False
550,15,002,2024-04-29,17,48,1,2024-04-29 17:48:00,CJOU214760220,False
551,15,002,2024-04-30,9,3,0,2024-04-30 09:03:00,CJOU214760232,False
552,15,002,2024-04-30,17,55,1,2024-04-30 17:55:00,CJOU214760220,False
555,16,002,2024-04-01,9,2,0,2024-04-01 09:02:00,CJOU214760232,False
557,16,002,2024-04-01,17,41,1,2024-04-01 17:41:00,CJOU214760220,False
558,16,002,2024-04-02,9,6,0,2024-04-02 09:06:00,CJOU214760232,False
559,16,002,2024-04-02,17,36,1,2024-04-02 17:36:00,CJOU214760220,False
560,16,002,2024-04-03,9,3,0,2024-04-03 09:03:00,CJOU214760232,False
561,16,002,2024-04-03,17,44,1,2024-04-03 17:44:00,CJOU214760220,False
562,16,002,2024-04-04,9,4,0,2024-04-04 09:04:00,CJOU214760232,False
563,16,002,2024-04-04,17,41,1,2024-04-04 17:41:00,CJOU214760220,False
564,16,002,2024-04-05,9,2,0,2024-04-05 09:02:00,CJOU214760232,False
565,16,002,2024-04-05,17,41,1,2024-04-05 17:41:00,CJOU214760220,False
566,16,002,2024-04-06,9,3,0,2024-04-06 09:03:00,CJOU214760232,False
567,16,002,2024-04-06,17,42,1,2024-04-06 17:42:00,CJOU214760220,False
568,16,002,2024-04-08,9,4,0,2024-04-08 09:04:00,CJOU214760232,False
569,16,002,2024-04-08,17,42,1,2024-04-08 17:42:00,CJOU214760220,False
570,16,002,2024-04-10,9,2,0,2024-04-10 09:02:00,CJOU214760232,False
571,16,002,2024-04-10,17,42,1,2024-04-10 17:42:00,CJOU214760220,False
572,16,002,2024-04-11,9,6,0,2024-04-11 09:06:00,CJOU214760232,False
573,16,002,2024-04-11,17,41,1,2024-04-11 17:41:00,CJOU214760220,False
574,16,002,2024-04-13,9,4,0,2024-04-13 09:04:00,CJOU214760232,False
575,16,002,2024-04-13,17,46,1,2024-04-13 17:46:00,CJOU214760220,False
576,16,002,2024-04-15,9,7,0,2024-04-15 09:07:00,CJOU214760232,False
577,16,002,2024-04-15,17,46,1,2024-04-15 17:46:00,CJOU214760220,False
578,16,002,2024-04-16,9,5,0,2024-04-16 09:05:00,CJOU214760232,False
579,16,002,2024-04-16,17,48,1,2024-04-16 17:48:00,CJOU214760220,False
580,16,002,2024-04-17,9,4,0,2024-04-17 09:04:00,CJOU214760232,False
581,16,002,2024-04-17,17,40,1,2024-04-17 17:40:00,CJOU214760220,False
582,16,002,2024-04-19,9,4,0,2024-04-19 09:04:00,CJOU214760232,False
583,16,002,2024-04-19,17,42,1,2024-04-19 17:42:00,CJOU214760220,False
584,16,002,2024-04-20,9,1,0,2024-04-20 09:01:00,CJOU214760232,False
585,16,002,2024-04-20,17,39,1,2024-04-20 17:39:00,CJOU214760220,False
586,16,002,2024-04-22,9,2,0,2024-04-22 09:02:00,CJOU214760232,False
587,16,002,2024-04-22,17,39,1,2024-04-22 17:39:00,CJOU214760220,False
588,16,002,2024-04-23,9,2,0,2024-04-23 09:02:00,CJOU214760232,False
589,16,002,2024-04-23,17,43,1,2024-04-23 17:43:00,CJOU214760220,False
590,16,002,2024-04-24,9,2,0,2024-04-24 09:02:00,CJOU214760232,False
591,16,002,2024-04-24,14,3,1,2024-04-24 14:03:00,CJOU214760220,False
592,16,002,2024-04-25,9,5,0,2024-04-25 09:05:00,CJOU214760232,False
593,16,002,2024-04-25,17,41,1,2024-04-25 17:41:00,CJOU214760220,False
594,16,002,2024-04-26,9,1,0,2024-04-26 09:01:00,CJOU214760232,False
595,16,002,2024-04-26,13,59,1,2024-04-26 13:59:00,CJOU214760220,False
596,16,002,2024-04-27,9,2,0,2024-04-27 09:02:00,CJOU214760232,False
597,16,002,2024-04-27,17,44,1,2024-04-27 17:44:00,CJOU214760220,False
598,16,002,2024-04-29,9,1,0,2024-04-29 09:01:00,CJOU214760232,False
599,16,002,2024-04-29,17,39,1,2024-04-29 17:39:00,CJOU214760220,False
600,16,002,2024-04-30,9,4,0,2024-04-30 09:04:00,CJOU214760232,False
601,16,002,2024-04-30,17,45,1,2024-04-30 17:45:00,CJOU214760220,False
604,18,002,2024-04-01,14,1,0,2024-04-01 14:01:00,CJOU214760232,False
605,18,002,2024-04-01,22,5,1,2024-04-01 22:05:00,CJOU214760220,False
606,18,002,2024-04-02,22,1,0,2024-04-02 22:01:00,CJOU214760232,False
607,18,002,2024-04-03,6,6,1,2024-04-03 06:06:00,CJOU214760220,False
608,18,002,2024-04-03,21,58,0,2024-04-03 21:58:00,CJOU214760232,False
609,18,002,2024-04-04,5,49,1,2024-04-04 05:49:00,CJOU214760220,False
611,18,002,2024-04-04,14,6,1,2024-04-04 14:06:00,CJOU214760220,False
612,18,002,2024-04-05,21,59,0,2024-04-05 21:59:00,CJOU214760232,False
613,18,002,2024-04-06,5,35,1,2024-04-06 05:35:00,CJOU214760220,False
615,18,002,2024-04-06,14,7,1,2024-04-06 14:07:00,CJOU214760220,False
616,18,002,2024-04-08,13,59,0,2024-04-08 13:59:00,CJOU214760232,False
617,18,002,2024-04-09,6,5,1,2024-04-09 06:05:00,CJOU214760220,False
618,18,002,2024-04-10,22,1,0,2024-04-10 22:01:00,CJOU214760232,False
619,18,002,2024-04-11,5,56,1,2024-04-11 05:56:00,CJOU214760220,False
621,18,002,2024-04-11,14,8,1,2024-04-11 14:08:00,CJOU214760220,False
622,18,002,2024-04-12,21,58,0,2024-04-12 21:58:00,CJOU214760232,False
623,18,002,2024-04-13,6,7,1,2024-04-13 06:07:00,CJOU214760220,False
624,18,002,2024-04-13,21,59,0,2024-04-13 21:59:00,CJOU214760232,False
625,18,002,2024-04-14,6,8,1,2024-04-14 06:08:00,CJOU214760220,False
626,18,002,2024-04-14,22,1,0,2024-04-14 22:01:00,CJOU214760232,False
627,18,002,2024-04-15,6,9,1,2024-04-15 06:09:00,CJOU214760220,False
628,18,002,2024-04-16,21,59,0,2024-04-16 21:59:00,CJOU214760232,False
629,18,002,2024-04-17,6,7,1,2024-04-17 06:07:00,CJOU214760220,False
630,18,002,2024-04-17,21,59,0,2024-04-17 21:59:00,CJOU214760232,False
631,18,002,2024-04-18,5,43,1,2024-04-18 05:43:00,CJOU214760220,False
633,18,002,2024-04-18,13,51,1,2024-04-18 13:51:00,CJOU214760220,False
634,18,002,2024-04-19,14,1,0,2024-04-19 14:01:00,CJOU214760232,False
635,18,002,2024-04-19,22,7,1,2024-04-19 22:07:00,CJOU214760220,False
636,18,002,2024-04-20,5,59,0,2024-04-20 05:59:00,CJOU214760232,False
637,18,002,2024-04-20,14,10,1,2024-04-20 14:10:00,CJOU214760220,False
638,18,002,2024-04-23,21,59,0,2024-04-23 21:59:00,CJOU214760232,False
639,18,002,2024-04-24,6,9,1,2024-04-24 06:09:00,CJOU214760220,False
640,18,002,2024-04-24,22,4,0,2024-04-24 22:04:00,CJOU214760232,False
641,18,002,2024-04-25,6,1,1,2024-04-25 06:01:00,CJOU214760220,False
642,18,002,2024-04-27,13,59,0,2024-04-27 13:59:00,CJOU214760232,False
643,18,002,2024-04-27,22,14,1,2024-04-27 22:14:00,CJOU214760220,False
644,18,002,2024-04-29,14,4,0,2024-04-29 14:04:00,CJOU214760232,False
645,18,002,2024-04-30,6,6,1,2024-04-30 06:06:00,CJOU214760220,False
647,18,002,2024-04-30,22,4,1,2024-04-30 22:04:00,CJOU214760220,False
651,19,002,2024-04-01,14,0,0,2024-04-01 14:00:00,CJOU214760232,False
652,19,002,2024-04-02,5,59,1,2024-04-02 05:59:00,CJOU214760220,False
654,19,002,2024-04-02,14,7,1,2024-04-02 14:07:00,CJOU214760220,False
655,19,002,2024-04-03,14,1,0,2024-04-03 14:01:00,CJOU214760232,False
656,19,002,2024-04-04,5,58,1,2024-04-04 05:58:00,CJOU214760220,False
657,19,002,2024-04-04,5,59,0,2024-04-04 05:59:00,CJOU214760232,False
658,19,002,2024-04-04,14,8,1,2024-04-04 14:08:00,CJOU214760220,False
659,19,002,2024-04-05,14,0,0,2024-04-05 14:00:00,CJOU214760232,False
660,19,002,2024-04-06,5,57,1,2024-04-06 05:57:00,CJOU214760220,False
661,19,002,2024-04-06,5,58,0,2024-04-06 05:58:00,CJOU214760232,False
662,19,002,2024-04-06,14,7,1,2024-04-06 14:07:00,CJOU214760220,False
663,19,002,2024-04-08,14,1,0,2024-04-08 14:01:00,CJOU214760232,False
664,19,002,2024-04-09,5,58,1,2024-04-09 05:58:00,CJOU214760220,False
665,19,002,2024-04-09,5,59,0,2024-04-09 05:59:00,CJOU214760232,False
666,19,002,2024-04-09,17,41,1,2024-04-09 17:41:00,CJOU214760220,False
667,19,002,2024-04-10,6,0,0,2024-04-10 06:00:00,CJOU214760232,False
668,19,002,2024-04-11,5,58,1,2024-04-11 05:58:00,CJOU214760220,False
670,19,002,2024-04-11,14,6,1,2024-04-11 14:06:00,CJOU214760220,False
671,19,002,2024-04-12,14,0,0,2024-04-12 14:00:00,CJOU214760232,False
672,19,002,2024-04-13,5,54,1,2024-04-13 05:54:00,CJOU214760220,False
674,19,002,2024-04-13,14,13,1,2024-04-13 14:13:00,CJOU214760220,False
675,19,002,2024-04-14,13,58,0,2024-04-14 13:58:00,CJOU214760232,False
676,19,002,2024-04-15,6,0,1,2024-04-15 06:00:00,CJOU214760220,False
678,19,002,2024-04-15,14,14,1,2024-04-15 14:14:00,CJOU214760220,False
679,19,002,2024-04-16,13,17,0,2024-04-16 13:17:00,CJOU214760232,False
680,19,002,2024-04-17,5,52,1,2024-04-17 05:52:00,CJOU214760220,False
682,19,002,2024-04-17,17,38,1,2024-04-17 17:38:00,CJOU214760220,False
683,19,002,2024-04-18,6,3,0,2024-04-18 06:03:00,CJOU214760232,False
684,19,002,2024-04-18,17,37,1,2024-04-18 17:37:00,CJOU214760220,False
685,19,002,2024-04-19,14,1,0,2024-04-19 14:01:00,CJOU214760232,False
686,19,002,2024-04-20,5,55,1,2024-04-20 05:55:00,CJOU214760220,False
687,19,002,2024-04-20,5,57,0,2024-04-20 05:57:00,CJOU214760232,False
688,19,002,2024-04-20,14,10,1,2024-04-20 14:10:00,CJOU214760220,False
689,19,002,2024-04-21,14,2,0,2024-04-21 14:02:00,CJOU214760232,False
690,19,002,2024-04-22,5,54,1,2024-04-22 05:54:00,CJOU214760220,False
692,19,002,2024-04-22,14,8,1,2024-04-22 14:08:00,CJOU214760220,False
693,19,002,2024-04-24,14,1,0,2024-04-24 14:01:00,CJOU214760232,False
694,19,002,2024-04-25,5,56,1,2024-04-25 05:56:00,CJOU214760220,False
696,19,002,2024-04-25,14,9,1,2024-04-25 14:09:00,CJOU214760220,False
697,19,002,2024-04-26,13,59,0,2024-04-26 13:59:00,CJOU214760232,False
698,19,002,2024-04-27,5,51,1,2024-04-27 05:51:00,CJOU214760220,False
699,19,002,2024-04-27,13,59,0,2024-04-27 13:59:00,CJOU214760232,False
700,19,002,2024-04-28,5,58,1,2024-04-28 05:58:00,CJOU214760220,False
702,19,002,2024-04-28,13,57,1,2024-04-28 13:57:00,CJOU214760220,False
703,19,002,2024-04-29,14,5,0,2024-04-29 14:05:00,CJOU214760232,False
704,19,002,2024-04-30,5,56,1,2024-04-30 05:56:00,CJOU214760220,False
705,19,002,2024-04-30,5,57,0,2024-04-30 05:57:00,CJOU214760232,False
706,19,002,2024-04-30,14,6,1,2024-04-30 14:06:00,CJOU214760220,False
711,20,002,2024-04-01,9,4,0,2024-04-01 09:04:00,CJOU214760232,False
712,20,002,2024-04-01,17,49,1,2024-04-01 17:49:00,CJOU214760220,False
713,20,002,2024-04-02,9,6,0,2024-04-02 09:06:00,CJOU214760232,False
714,20,002,2024-04-02,17,51,1,2024-04-02 17:51:00,CJOU214760220,False
715,20,002,2024-04-03,9,5,0,2024-04-03 09:05:00,CJOU214760232,False
716,20,002,2024-04-03,17,50,1,2024-04-03 17:50:00,CJOU214760220,False
717,20,002,2024-04-04,9,6,0,2024-04-04 09:06:00,CJOU214760232,False
718,20,002,2024-04-04,17,49,1,2024-04-04 17:49:00,CJOU214760220,False
719,20,002,2024-04-05,9,5,0,2024-04-05 09:05:00,CJOU214760232,False
720,20,002,2024-04-05,17,50,1,2024-04-05 17:50:00,CJOU214760220,False
721,20,002,2024-04-06,9,7,0,2024-04-06 09:07:00,CJOU214760232,False
722,20,002,2024-04-06,17,51,1,2024-04-06 17:51:00,CJOU214760220,False
723,20,002,2024-04-08,9,5,0,2024-04-08 09:05:00,CJOU214760232,False
724,20,002,2024-04-08,17,51,1,2024-04-08 17:51:00,CJOU214760220,False
725,20,002,2024-04-10,9,2,0,2024-04-10 09:02:00,CJOU214760232,False
726,20,002,2024-04-10,17,51,1,2024-04-10 17:51:00,CJOU214760220,False
727,20,002,2024-04-11,9,8,0,2024-04-11 09:08:00,CJOU214760232,False
728,20,002,2024-04-11,17,51,1,2024-04-11 17:51:00,CJOU214760220,False
729,20,002,2024-04-12,9,4,0,2024-04-12 09:04:00,CJOU214760232,False
730,20,002,2024-04-12,17,51,1,2024-04-12 17:51:00,CJOU214760220,False
731,20,002,2024-04-13,9,5,0,2024-04-13 09:05:00,CJOU214760232,False
732,20,002,2024-04-13,17,52,1,2024-04-13 17:52:00,CJOU214760220,False
733,20,002,2024-04-15,9,9,0,2024-04-15 09:09:00,CJOU214760232,False
734,20,002,2024-04-15,17,51,1,2024-04-15 17:51:00,CJOU214760220,False
735,20,002,2024-04-16,9,5,0,2024-04-16 09:05:00,CJOU214760232,False
736,20,002,2024-04-16,17,50,1,2024-04-16 17:50:00,CJOU214760220,False
737,20,002,2024-04-17,9,5,0,2024-04-17 09:05:00,CJOU214760232,False
738,20,002,2024-04-17,17,50,1,2024-04-17 17:50:00,CJOU214760220,False
739,20,002,2024-04-18,9,6,0,2024-04-18 09:06:00,CJOU214760232,False
740,20,002,2024-04-18,17,52,1,2024-04-18 17:52:00,CJOU214760220,False
741,20,002,2024-04-19,9,5,0,2024-04-19 09:05:00,CJOU214760232,False
742,20,002,2024-04-19,17,43,1,2024-04-19 17:43:00,CJOU214760220,False
743,20,002,2024-04-20,9,2,0,2024-04-20 09:02:00,CJOU214760232,False
744,20,002,2024-04-20,17,49,1,2024-04-20 17:49:00,CJOU214760220,False
745,20,002,2024-04-22,9,19,1,2024-04-22 09:19:00,CJOU214760220,False
746,20,002,2024-04-22,17,52,1,2024-04-22 17:52:00,CJOU214760220,False
747,20,002,2024-04-23,8,58,0,2024-04-23 08:58:00,CJOU214760232,False
748,20,002,2024-04-23,17,2,1,2024-04-23 17:02:00,CJOU214760220,False
749,20,002,2024-04-24,8,58,0,2024-04-24 08:58:00,CJOU214760232,False
750,20,002,2024-04-24,17,47,1,2024-04-24 17:47:00,CJOU214760220,False
751,20,002,2024-04-25,9,6,0,2024-04-25 09:06:00,CJOU214760232,False
752,20,002,2024-04-25,17,50,1,2024-04-25 17:50:00,CJOU214760220,False
753,20,002,2024-04-26,9,3,0,2024-04-26 09:03:00,CJOU214760232,False
754,20,002,2024-04-26,17,37,1,2024-04-26 17:37:00,CJOU214760220,False
755,20,002,2024-04-27,9,4,0,2024-04-27 09:04:00,CJOU214760232,False
756,20,002,2024-04-27,17,50,1,2024-04-27 17:50:00,CJOU214760220,False
759,21,002,2024-04-01,8,18,0,2024-04-01 08:18:00,CJOU214760232,False
760,21,002,2024-04-01,13,32,1,2024-04-01 13:32:00,CJOU214760220,False
761,21,002,2024-04-02,7,35,0,2024-04-02 07:35:00,CJOU214760232,False
762,21,002,2024-04-02,13,38,1,2024-04-02 13:38:00,CJOU214760220,False
763,21,002,2024-04-03,7,6,0,2024-04-03 07:06:00,CJOU214760232,False
764,21,002,2024-04-03,13,40,1,2024-04-03 13:40:00,CJOU214760220,False
765,21,002,2024-04-05,7,48,0,2024-04-05 07:48:00,CJOU214760232,False
766,21,002,2024-04-05,13,45,1,2024-04-05 13:45:00,CJOU214760220,False
767,21,002,2024-04-06,6,35,0,2024-04-06 06:35:00,CJOU214760232,False
768,21,002,2024-04-06,12,49,1,2024-04-06 12:49:00,CJOU214760220,False
769,21,002,2024-04-08,6,44,0,2024-04-08 06:44:00,CJOU214760232,False
770,21,002,2024-04-08,13,17,1,2024-04-08 13:17:00,CJOU214760220,False
771,21,002,2024-04-11,7,59,0,2024-04-11 07:59:00,CJOU214760232,False
772,21,002,2024-04-11,14,21,1,2024-04-11 14:21:00,CJOU214760220,False
773,21,002,2024-04-12,7,15,0,2024-04-12 07:15:00,CJOU214760232,False
774,21,002,2024-04-12,13,3,1,2024-04-12 13:03:00,CJOU214760220,False
775,21,002,2024-04-13,7,49,0,2024-04-13 07:49:00,CJOU214760232,False
776,21,002,2024-04-13,14,6,1,2024-04-13 14:06:00,CJOU214760220,False
777,21,002,2024-04-15,7,33,0,2024-04-15 07:33:00,CJOU214760232,False
778,21,002,2024-04-15,12,1,1,2024-04-15 12:01:00,CJOU214760220,False
779,21,002,2024-04-16,7,56,0,2024-04-16 07:56:00,CJOU214760232,False
780,21,002,2024-04-16,12,0,1,2024-04-16 12:00:00,CJOU214760220,False
781,21,002,2024-04-17,7,32,0,2024-04-17 07:32:00,CJOU214760232,False
782,21,002,2024-04-17,13,34,1,2024-04-17 13:34:00,CJOU214760220,False
783,21,002,2024-04-18,6,42,0,2024-04-18 06:42:00,CJOU214760232,False
784,21,002,2024-04-18,14,5,1,2024-04-18 14:05:00,CJOU214760220,False
785,21,002,2024-04-19,8,18,0,2024-04-19 08:18:00,CJOU214760232,False
786,21,002,2024-04-19,18,58,1,2024-04-19 18:58:00,CJOU214760220,False
787,21,002,2024-04-22,8,40,0,2024-04-22 08:40:00,CJOU214760232,False
788,21,002,2024-04-22,13,37,1,2024-04-22 13:37:00,CJOU214760220,False
789,21,002,2024-04-23,8,3,0,2024-04-23 08:03:00,CJOU214760232,False
790,21,002,2024-04-23,13,28,1,2024-04-23 13:28:00,CJOU214760220,False
791,21,002,2024-04-24,8,5,0,2024-04-24 08:05:00,CJOU214760232,False
792,21,002,2024-04-24,19,32,1,2024-04-24 19:32:00,CJOU214760220,False
793,21,002,2024-04-25,8,30,0,2024-04-25 08:30:00,CJOU214760232,False
794,21,002,2024-04-25,12,1,1,2024-04-25 12:01:00,CJOU214760220,False
795,21,002,2024-04-27,8,22,0,2024-04-27 08:22:00,CJOU214760232,False
796,21,002,2024-04-27,13,54,1,2024-04-27 13:54:00,CJOU214760220,False
797,21,002,2024-04-29,6,51,0,2024-04-29 06:51:00,CJOU214760232,False
798,21,002,2024-04-29,10,38,1,2024-04-29 10:38:00,CJOU214760220,False
799,21,002,2024-04-30,7,42,0,2024-04-30 07:42:00,CJOU214760232,False
800,21,002,2024-04-30,13,15,1,2024-04-30 13:15:00,CJOU214760220,False
803,22,002,2024-04-01,9,2,0,2024-04-01 09:02:00,CJOU214760232,False
804,22,002,2024-04-02,5,57,1,2024-04-02 05:57:00,CJOU214760220,False
806,22,002,2024-04-02,14,6,1,2024-04-02 14:06:00,CJOU214760220,False
807,22,002,2024-04-03,14,0,0,2024-04-03 14:00:00,CJOU214760232,False
808,22,002,2024-04-04,5,57,1,2024-04-04 05:57:00,CJOU214760220,False
810,22,002,2024-04-04,14,3,1,2024-04-04 14:03:00,CJOU214760220,False
811,22,002,2024-04-05,14,0,0,2024-04-05 14:00:00,CJOU214760232,False
812,22,002,2024-04-06,5,54,1,2024-04-06 05:54:00,CJOU214760220,False
814,22,002,2024-04-06,14,7,1,2024-04-06 14:07:00,CJOU214760220,False
815,22,002,2024-04-07,13,59,0,2024-04-07 13:59:00,CJOU214760232,False
816,22,002,2024-04-08,5,55,1,2024-04-08 05:55:00,CJOU214760220,False
818,22,002,2024-04-08,14,5,1,2024-04-08 14:05:00,CJOU214760220,False
819,22,002,2024-04-09,13,56,0,2024-04-09 13:56:00,CJOU214760232,False
820,22,002,2024-04-10,5,54,1,2024-04-10 05:54:00,CJOU214760220,False
822,22,002,2024-04-11,5,57,1,2024-04-11 05:57:00,CJOU214760220,False
824,22,002,2024-04-11,13,57,1,2024-04-11 13:57:00,CJOU214760220,False
825,22,002,2024-04-13,21,59,0,2024-04-13 21:59:00,CJOU214760232,False
826,22,002,2024-04-14,5,59,1,2024-04-14 05:59:00,CJOU214760220,False
828,22,002,2024-04-14,6,1,0,2024-04-14 06:01:00,CJOU214760232,False
829,22,002,2024-04-14,14,3,1,2024-04-14 14:03:00,CJOU214760220,False
830,22,002,2024-04-15,21,57,0,2024-04-15 21:57:00,CJOU214760232,False
831,22,002,2024-04-16,6,1,1,2024-04-16 06:01:00,CJOU214760220,False
833,22,002,2024-04-16,14,12,1,2024-04-16 14:12:00,CJOU214760220,False
834,22,002,2024-04-17,9,4,0,2024-04-17 09:04:00,CJOU214760232,False
835,22,002,2024-04-17,22,0,1,2024-04-17 22:00:00,CJOU214760220,False
836,22,002,2024-04-18,9,5,0,2024-04-18 09:05:00,CJOU214760232,False
837,22,002,2024-04-19,5,57,1,2024-04-19 05:57:00,CJOU214760220,False
839,22,002,2024-04-19,17,36,1,2024-04-19 17:36:00,CJOU214760220,False
840,22,002,2024-04-20,14,1,0,2024-04-20 14:01:00,CJOU214760232,False
841,22,002,2024-04-21,5,59,1,2024-04-21 05:59:00,CJOU214760220,False
843,22,002,2024-04-21,14,7,1,2024-04-21 14:07:00,CJOU214760220,False
844,22,002,2024-04-22,6,1,0,2024-04-22 06:01:00,CJOU214760232,False
845,22,002,2024-04-22,14,6,1,2024-04-22 14:06:00,CJOU214760220,False
846,22,002,2024-04-24,14,1,0,2024-04-24 14:01:00,CJOU214760232,False
847,22,002,2024-04-25,5,56,1,2024-04-25 05:56:00,CJOU214760220,False
849,22,002,2024-04-26,5,58,1,2024-04-26 05:58:00,CJOU214760220,False
850,22,002,2024-04-26,5,59,0,2024-04-26 05:59:00,CJOU214760232,False
851,22,002,2024-04-26,14,4,1,2024-04-26 14:04:00,CJOU214760220,False
852,22,002,2024-04-27,13,58,0,2024-04-27 13:58:00,CJOU214760232,False
853,22,002,2024-04-28,5,53,1,2024-04-28 05:53:00,CJOU214760220,False
854,22,002,2024-04-28,5,54,0,2024-04-28 05:54:00,CJOU214760232,False
855,22,002,2024-04-28,13,50,1,2024-04-28 13:50:00,CJOU214760220,False
856,22,002,2024-04-29,17,34,0,2024-04-29 17:34:00,CJOU214760232,False
857,22,002,2024-04-30,6,3,1,2024-04-30 06:03:00,CJOU214760220,False
858,22,002,2024-04-30,17,43,0,2024-04-30 17:43:00,CJOU214760232,False
864,23,002,2024-04-01,9,5,0,2024-04-01 09:05:00,CJOU214760232,False
865,23,002,2024-04-01,17,38,1,2024-04-01 17:38:00,CJOU214760220,False
866,23,002,2024-04-02,6,2,0,2024-04-02 06:02:00,CJOU214760232,False
867,23,002,2024-04-02,13,44,1,2024-04-02 13:44:00,CJOU214760220,False
868,23,002,2024-04-03,8,5,0,2024-04-03 08:05:00,CJOU214760232,False
869,23,002,2024-04-03,16,53,1,2024-04-03 16:53:00,CJOU214760220,False
870,23,002,2024-04-04,9,7,0,2024-04-04 09:07:00,CJOU214760232,False
871,23,002,2024-04-05,6,4,1,2024-04-05 06:04:00,CJOU214760220,False
873,23,002,2024-04-05,14,8,1,2024-04-05 14:08:00,CJOU214760220,False
874,23,002,2024-04-06,6,1,0,2024-04-06 06:01:00,CJOU214760232,False
875,23,002,2024-04-06,13,30,1,2024-04-06 13:30:00,CJOU214760220,False
876,23,002,2024-04-08,9,7,0,2024-04-08 09:07:00,CJOU214760232,False
877,23,002,2024-04-08,19,38,1,2024-04-08 19:38:00,CJOU214760220,False
878,23,002,2024-04-10,9,18,0,2024-04-10 09:18:00,CJOU214760232,False
879,23,002,2024-04-10,19,25,1,2024-04-10 19:25:00,CJOU214760220,False
880,23,002,2024-04-11,9,7,0,2024-04-11 09:07:00,CJOU214760232,False
881,23,002,2024-04-11,17,32,1,2024-04-11 17:32:00,CJOU214760220,False
882,23,002,2024-04-12,6,2,0,2024-04-12 06:02:00,CJOU214760232,False
883,23,002,2024-04-12,14,10,1,2024-04-12 14:10:00,CJOU214760220,False
884,23,002,2024-04-13,6,3,0,2024-04-13 06:03:00,CJOU214760232,False
885,23,002,2024-04-13,14,13,1,2024-04-13 14:13:00,CJOU214760220,False
886,23,002,2024-04-15,6,3,0,2024-04-15 06:03:00,CJOU214760232,False
887,23,002,2024-04-15,14,48,1,2024-04-15 14:48:00,CJOU214760220,False
888,23,002,2024-04-16,6,3,0,2024-04-16 06:03:00,CJOU214760232,False
889,23,002,2024-04-16,14,29,1,2024-04-16 14:29:00,CJOU214760220,False
890,23,002,2024-04-17,9,11,0,2024-04-17 09:11:00,CJOU214760232,False
891,23,002,2024-04-17,17,22,1,2024-04-17 17:22:00,CJOU214760220,False
892,23,002,2024-04-18,5,57,0,2024-04-18 05:57:00,CJOU214760232,False
893,23,002,2024-04-18,14,12,1,2024-04-18 14:12:00,CJOU214760220,False
894,23,002,2024-04-19,6,1,0,2024-04-19 06:01:00,CJOU214760232,False
895,23,002,2024-04-19,13,58,1,2024-04-19 13:58:00,CJOU214760220,False
896,23,002,2024-04-22,6,1,0,2024-04-22 06:01:00,CJOU214760232,False
897,23,002,2024-04-22,15,49,1,2024-04-22 15:49:00,CJOU214760220,False
898,23,002,2024-04-23,6,2,0,2024-04-23 06:02:00,CJOU214760232,False
899,23,002,2024-04-23,13,46,1,2024-04-23 13:46:00,CJOU214760220,False
900,23,002,2024-04-24,5,57,0,2024-04-24 05:57:00,CJOU214760232,False
901,23,002,2024-04-24,14,8,1,2024-04-24 14:08:00,CJOU214760220,False
902,23,002,2024-04-25,7,27,0,2024-04-25 07:27:00,CJOU214760232,False
903,23,002,2024-04-25,16,4,1,2024-04-25 16:04:00,CJOU214760220,False
