TOKEN,COMCODE,PDATE,HOURS,MINUTES,MODE,PDTIME,MCIP
10,002,2024-04-01,6,37,1,2024-04-01 06:36:59.999,CJOU214760220
14,002,2024-04-01,9,10,1,2024-04-01 09:10:00.000,CJOU214760220
24,002,2024-04-01,5,55,1,2024-04-01 05:55:00.000,CJOU214760220
34,002,2024-04-01,6,8,1,2024-04-01 06:08:00.000,CJOU214760220
36,002,2024-04-01,6,9,1,2024-04-01 06:09:00.000,CJOU214760220
